disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
1794,1966,7176481.13,5986936.24,1189544.89,24732240.18,14079869.38,9554296.04,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,2894813,91b1c5803ee66fd9ab2bc9d25ae63cdc87b20ee1,2023-10-30T05:22:57.890Z,267c9010-b65e-4c1d-a2aa-604e265d75c2
4716,,,,,0,0,0,2023-10-30T00:00:00.000Z,,0,3bf1cd72228dc219e7b74edf3a555b0ef4db5b29,2023-10-30T04:22:46.792Z,f55500a6-a849-420c-a81a-ca32e28f8357
1795,11107,36905735.96,31083614.42,5822121.54,25003384.15,14164269.43,9883034.52,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,3249259,75e4c218862e83a43a4a0715bf8e88578f155a2a,2023-10-30T05:22:57.890Z,6b50e0fa-a589-4569-8a2c-a5d8174ff780
1798,20110,29999815.09,12559208.69,17440606.4,24304226.68,4346712.06,19496993.33,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,4813241,d8a3666b5f795d51eeb53f6462d8212687dd7ea4,2023-10-30T05:22:57.890Z,527be1cf-0e48-4014-a7ce-c7ab84e219fc
1800,27935,64635964.92,57513293.79,7122671.13,27884821.59,10219096.54,17488404.91,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,10859257.12,bb5322c53c14dfc0a77ae7824058e86e818568e0,2023-10-30T05:22:57.890Z,5045fb76-694a-41cd-a4f5-7eb4f366483c
4717,,,,,192473.41,37089,155384.41,2023-10-30T00:00:00.000Z,,0,9422799569b097f8d98a2e793d3ffa2494955b52,2023-10-30T04:22:46.792Z,1f3900de-3e30-4eb2-ad02-159eba48b79f
1809,2105,6869983.55,5100986.2,1768997.35,8529243.13,1331527.78,7090658.85,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,139569,eafa4fa780bc539a947bbfac6789fd2b002009e2,2023-10-30T05:22:57.890Z,cf477d10-cbbc-4064-a5b2-075115c45b53
1810,486,3839488.88,3069213.15,770275.73,55930929.34,40263757.18,15594457.47,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,8166071.75,459cf200815a840406d20dc9fd79e83c204d63ba,2023-10-30T05:22:57.890Z,614e9dbc-e85e-4b83-82fb-77df433a201b
4718,,,,,760787.18,37014.82,612795.71,2023-10-30T00:00:00.000Z,,0,3d44dc0fae40061684875a64a993a9573848f31d,2023-10-30T04:22:46.792Z,51a435e1-ef42-4b11-93dd-1ae6f168e50c
1814,698,3674159.05,2920671.78,753487.27,985503.02,527410.5,361692.68,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,0,bb18e229086dbe692573eb7115f34115310ea011,2023-10-30T05:22:57.890Z,b22f5908-128a-4646-86ec-875c485d90a5
4719,,,,,0,0,0,2023-10-30T00:00:00.000Z,,0,c0c21140e366310c60a0018a6fba33f6d4df94b7,2023-10-30T04:22:46.792Z,aadbd392-219a-413d-ad6e-e8ca46ec407c
1817,2059,9506708.04,8474203.73,1032504.31,52773951.14,10098859.54,39848106,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,10634383.44,303f28a83db8705ce24608313c92cbdee10a745c,2023-10-30T05:22:57.890Z,dc4bdba1-fd8b-429b-9c3d-b48d058027a6
1820,105,1251943.17,1000815.99,251127.18,729454.15,561493.99,144384.16,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,300107,f5d1e10eeea782b3f470122be310c1acee47ade5,2023-10-30T05:22:57.890Z,928bf17e-4a60-452e-86b2-db51a4991807
1829,2993,7862984.44,7434137.3,428847.14,114432778.94,45073912.12,63742668.39,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,15009211,b09dc8f9b7846ac80b006d30e2a4a4ad005ffd38,2023-10-30T05:22:57.890Z,2b84a288-e013-4cc2-b7de-1108fc2c29f9
1830,676,2440267.06,2321345.07,118921.99,29675993.97,9311835.82,19243999.22,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,3063408,d6d2fc2e850a0c669542ff374701526afa606e11,2023-10-30T05:22:57.890Z,63c37527-d3d3-49f5-aae3-69b2531cce0a
1831,705,3220613.51,2916598.19,304015.32,31285157.67,2877347.78,27051645.87,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,6984586.55,0f2236043657aa9f8747bb5d8ba56cf4c128bf33,2023-10-30T05:22:57.890Z,77cb1009-e2fd-49ae-928c-11b2cce48492
1832,977,2961606.39,2685781.9,275824.49,,,,,2023-10-30T00:00:00.000Z,208629,e1a306778b5bd3e7cbf9c7af15842fe740b25f62,2023-10-30T05:22:57.890Z,c7e078ff-2d4b-4cbd-aa8f-53b2972f6c49
1833,804,4420415.46,4020055.64,400359.82,21240762.9,1922969.31,18615824.94,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,5450849,979c4777e7894081d7dcad1f2c05d69ead6c3151,2023-10-30T05:22:57.890Z,7c78bac1-2f61-4a0c-a9ff-566cc0840c80
1834,282,1864525.69,1583637.41,280888.28,4704401.46,2875234.42,1768141.04,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,1280884,0b30af6bfa59bd5f05023cd60d7132f3fe55e36f,2023-10-30T05:22:57.890Z,6cfe87c8-0031-4468-9b73-307b942cc65a
1835,453,2075746.91,1830940.6,244806.31,18067054.08,684326.01,16888048.74,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,1369212.95,f7011712abcc7866967e5eb867c1effc1ef025d4,2023-10-30T05:22:57.890Z,018c61e8-e935-49bc-b68a-bae1c7745350
1838,2875,13905805.19,13048600.38,857204.81,21409371.72,7864079.89,14067288.92,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,4283824,7a305be624d601e2e8cc02e55ff6d7d1810e37c9,2023-10-30T05:22:57.890Z,8c690c98-137a-429e-a992-0daeb9d35d23
1840,1913,7382877.18,5906743.59,1476133.59,5170667.27,1903507.66,3068546.66,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,2530307,c18edd166b0780eab90d4e063fa4ddb8d65e7a5b,2023-10-30T05:22:57.890Z,17923c99-e7dd-4eda-a756-5077592bf885
1841,3176,15106854.42,13370790.11,1736064.31,32588079.77,3694476.84,27933778.17,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,6212270.28,969a7b1a70f8ef30ad11eae3521325f31923f4c8,2023-10-30T05:22:57.890Z,3c1e4294-b32c-4a0c-94fb-d48c14c678ea
1842,1284,6501748.46,5943688.23,558060.23,3945262.25,540831.07,3165927.18,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,881798,6cc6d0e420a04835920e5d31979ee0b157cca43c,2023-10-30T05:22:57.890Z,93e96405-1561-4085-b6e1-9d619dd3cb1d
1843,590,5852701.19,2696850.42,3155850.77,19558149.68,4738750.9,14060646.74,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,3479110,6b21376248877d45f2eb70adf553625f3c6bdf2a,2023-10-30T05:22:57.890Z,6044b2e3-0946-45de-ad14-3f0e6df76970
1846,115,2055904.84,1798705.32,257199.52,,,,,2023-10-30T00:00:00.000Z,198355,8c1778711ee4fc176e2fc4195b6e7e04a26cbf17,2023-10-30T05:22:57.890Z,1d067a47-e6b9-460e-9474-61b1c9b8df70
1847,1241,5417824.37,5010124.02,407700.35,27072334.75,5608318.67,20995181.77,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,7114907,8449b0978f0883268232fac3f2a3a14cf677b74e,2023-10-30T05:22:57.890Z,6876cb32-1da7-4f84-b1d5-ba227d1b4e5c
1855,7130,17693443.86,12307674.68,5385769.18,5883928.99,691116.89,4513565.65,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,4072594,58d6aa67f21f9ad565cfbe22ca26a687aad8c57b,2023-10-30T05:22:57.890Z,7f004dc0-fc76-4259-80e3-b1c983c79fec
5167,,,,,,,,,,0,153c3ebb704abfcc164f8d7b961e12a249b9bdef,2023-03-18T13:22:12.883Z,87d036c0-cd22-46d3-9aa7-c13ee207dffc
1857,927,4626437.19,4297309.99,329127.2,41582963.17,5359964.73,32175398.55,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,1007258,7f06f1ac6cc14a38f5d3882b0396e65a211568a9,2023-10-30T05:22:57.890Z,3d9eff8e-6698-416e-bccc-05b9202a3ab6
1858,13331,58951222.09,51103383.71,7847838.38,78188645.56,7457302.56,69678333.25,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,27764486,d6a1b07d0cc2541d35bbac2399159f6a4efdfed4,2023-10-30T05:22:57.890Z,0b826647-5549-45c3-afe1-be60309f29ff
1859,4429,22780503.01,18259342,4521161.01,94144289.11,33272376.92,58867918.92,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,9822639.74,a686a559d240ad85d7b3f3b7d7b563b9b3ee3b43,2023-10-30T05:22:57.890Z,00a2d104-041f-48f8-81f4-c7a1d886be90
4721,,,,,11277.91,8055.45,3222.46,2023-10-30T00:00:00.000Z,,0,36ac37f4652fe02abfd1cdbf80de2165490b51ce,2023-10-30T04:22:46.792Z,a30256b4-1316-4bce-a2e6-f93e511ae879
1893,1115,4373420.87,4052960.37,320460.5,5802632.98,685746.08,5090363.81,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,1057567,e9ebe565525cf4f971737ebf34c5e5fe92dd437f,2023-10-30T05:22:57.890Z,091fe1b2-8578-4485-b73c-66bfc7066c83
1894,14743,37132716.72,33983726.63,3148990.09,25963715.03,6402863.88,19313520.76,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,2197433,0b5bfe6e95164b8e402feaf603f7d0007b666a82,2023-10-30T05:22:57.890Z,57d84bf0-8096-4d37-8a16-ffc942270c64
1895,27602,58954565.86,56928024.52,2026541.34,25084370.59,12005581.82,12858213.19,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,10934664.95,5bd77c322ce6b945d10e800b21fa641310926392,2023-10-30T05:22:57.890Z,7986e40a-d48c-4dd8-afaf-b92d11df0ecb
1897,6709,16839844.02,15323835.76,1516008.26,31525292.67,17244437.8,13437260.92,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,8070040.93,ce0b38546d82068f465d6c19e8fcecd403ffdd71,2023-10-30T05:22:57.890Z,cb2c8d3d-c162-4a8d-a86b-417d89e454ca
1904,2364,5283702.22,4941144.26,342557.96,9398848.44,3791545.17,5289868.47,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,683397,74cbcfb4c526498148d7b7971d82be7eb1d5043f,2023-10-30T05:22:57.890Z,7b6eecde-1b97-4b46-aa56-3595bc7f1609
1906,576,4273071.42,3672435.69,600635.73,5648118.08,1734213.42,3693711.26,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,1874578,8528d52f270fd773e4dc370037f9b23a3a132350,2023-10-30T05:22:57.890Z,84cca0c7-1794-40d7-b75b-a4171ab79893
1908,301,1549737.37,1271585.7,278151.67,7358685.38,5139044.56,2016055.82,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,931412,915b51a716bc5563b56b18c43360fa6e6d333f3a,2023-10-30T05:22:57.890Z,e5660c9c-4687-4b92-b014-b6eed1e76a83
1909,30169,169303511.72,146829691.09,22473820.63,230459925.25,61275639.78,162971213.47,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,64806420.55,466cf0f6d72188039a9f4ac3315ab71f3d1eba7b,2023-10-30T05:22:57.890Z,b45138cd-7ce5-49fe-a356-539a7fd69251
1912,4258,20784629.22,17774255.03,3010374.19,22537694.93,2124005.07,19878091.74,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,7554240.74,5d66f8fcd107fb56fdd5d195b9e23c0355661bfb,2023-10-30T05:22:57.890Z,21dea308-516a-41c9-8bdb-052ebeab76c1
1916,228,1320029.19,843762.76,476266.43,7246904.42,963871.16,5983741.49,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,1308289.37,dfc8826139a4842f569fafc235cad34d32b9f3d5,2023-10-30T05:22:57.890Z,3ed0341f-6ced-49f4-afee-2e221d75f5ba
1917,443,2733258.17,2425506.08,307752.09,6414974.86,2463004.33,3831516.83,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,2081508.77,e6c1944963ad0ace19bb79a30b3e494da3c42e2c,2023-10-30T05:22:57.890Z,c39bea42-9305-406c-80ae-70777106b992
1918,1511,5733945.27,5357251.61,376693.66,5659644.93,1263814.86,4384380.61,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,963402,b774a5f0282adc8b5f96036fd14a8e7e0692517a,2023-10-30T05:22:57.890Z,5e06fa26-0190-4a0c-9f08-6b1a8141b4ba
1925,1624,10602928.54,9705873.5,897055.04,5930565.92,1577960.8,4144901.42,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,2821027.04,1939b67dd58c0a36481141752331f39ff168d004,2023-10-30T05:22:57.890Z,d331e3ce-eb8c-461c-99d6-1eb9ba3531cd
1930,8652,26438629.85,23938991.35,2499638.5,52178015.97,10928262.85,38962295.96,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,15487774,8a5b3fdc2bc4649a1da591b30480d6510cdb92d6,2023-10-30T05:22:57.890Z,6ad91401-d484-418f-bf74-c0af3c5d7929
1931,2617,10259307.7,8273536.99,1985770.71,19746564.26,11650760.51,7391922.75,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,2695875,63212a19fbe9e5a2aecde9178d99f5253c91041f,2023-10-30T05:22:57.890Z,a2225152-e0d7-45f9-a14a-e56faae41d48
1933,23454,61762768.74,48776373.72,12986395.02,11708670.41,2433475.86,8960635.38,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,11179104,d6cd8dabbe403ad52ede1a51d828b2163366c607,2023-10-30T05:22:57.890Z,1b4f7de4-c637-471e-b98a-433a04db7805
1935,108986,374827388.04,318249256.27,56578131.77,5010717.42,734014.91,4215071.38,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,47435769.64,f399402f9372bcb04d79c9210615ef210ac2d426,2023-10-30T05:22:57.890Z,aa36e81f-dbe4-4e69-9b98-9f316ab21013
1942,1778,5391278.01,4319299.54,1071978.47,,,,,2023-10-30T00:00:00.000Z,230611,c6080dd9da5738c0971896004ef9ae9d840af25f,2023-10-30T05:22:57.890Z,71697b6a-3924-41e5-a419-662dfc8e84de
1969,2037,8587054.39,6226279.65,2360774.74,19065881,15325917.46,3199104.26,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,4033352.91,172ac34a0d59516358f8d7b149580324d8464996,2023-10-30T05:22:57.890Z,c57dce07-c1f0-499f-b3c6-200c6507ce9c
1970,190,1647254.75,1412144.33,235110.42,4871305.3,1475453.09,3246920.58,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,883701.35,90d70dfbef426033ee86ffa77c8d601e5a8240b4,2023-10-30T05:22:57.890Z,0e3abff2-26b2-427b-928a-e0ca98e0ce0b
1971,16375,77097372.06,57302364.2,19795007.86,201043394.72,127137299.32,67088089.24,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,63765325.95,8311ff74421d1a8fe6f1ea41bc2c8b7f2fc4f2d1,2023-10-30T05:22:57.890Z,ac419af0-1f5f-451c-868b-b53649cb3e77
1972,1962,10653250.32,9120883.93,1532366.39,23729627.61,12590189.48,10375236.13,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,2809443,de1106f9ef079878a1f42aa8a2730c6ebbd32a8b,2023-10-30T05:22:57.890Z,f8ee5e64-5c11-4bbc-ac43-bd7717fb1152
1973,1272,5526673.58,4096508.97,1430164.61,20288231.29,12477864.03,7231149.02,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,4331361,6da9618e9c65caa81c4ef02adfca359ce50acb41,2023-10-30T05:22:57.890Z,31047f9a-2765-4403-bb70-fc7aaba85c9a
1974,1954,8585761.3,6981406.64,1604354.66,50409497.12,18838478.32,31325015.95,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,8713370,f84c144d0d2974a12a7ab1789e18c5096727aa98,2023-10-30T05:22:57.890Z,f6e0abb0-c9f7-4103-a089-ba750aa28e94
1975,4290,24279487.62,20707889.78,3571597.84,49985260.71,8202123.79,40039946.92,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,8857972.23,8f1ac0334f6f85ff3c58969d72ecd2595db9edc4,2023-10-30T05:22:57.890Z,7edd129d-bb57-47d3-a343-21145aa55207
1976,1137,9203306.37,8283359.63,919946.74,29874525.72,5872891.36,23293964.87,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,5682652.95,e77986ffdd049fdd7b9dbd883249c31d86762b5d,2023-10-30T05:22:57.890Z,39b880b5-b2c0-4518-bbce-71644070e056
1979,1418,11386784.01,10011898.05,1374885.96,18433516.77,8549345.81,9665495.17,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,4213705,e731ccc61fe7671dab9bc2b29dae212b8d6423be,2023-10-30T05:22:57.890Z,e1c0a0ce-6dc6-4302-b9af-ef5af0daf40a
1980,6437,37062310.48,22596129.42,14466181.06,160170851.47,63857572.56,94239416.78,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,92526566,1ad80f68f3bf42b3eb6290115b7803c0ea223178,2023-10-30T05:22:57.890Z,7ea53f10-8a7e-4b2c-8e0d-07b500619d1e
1981,7469,95754618.67,93631947.01,2122671.66,224355761.7,94967791.86,119773860.39,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,71549737,1f49eef46d9efa8f6c98c2b13ec1a18de0616cd2,2023-10-30T05:22:57.890Z,0d51f5e6-9f27-4091-96d7-ec424c053f52
1983,1254,13543057.75,12834588.26,708469.49,7465375.43,5162720.64,2038082.79,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,1443981,be89347b39db9fac1ec24d0ea395f8979a666ee8,2023-10-30T05:22:57.890Z,64979dc6-4ddf-4030-b8b6-cf5c161e1e3e
5214,,,,,,,,,,0,9c37834601ec62345b326b3207a8399c40cc83ed,2023-03-18T13:22:12.883Z,6451725e-6951-47f0-b899-5dd2c915ad59
5215,,,,,,,,,,0,4d1c773e21d0449594e1bff8475f53a7865aec2a,2023-03-18T13:22:12.883Z,58ebc364-8335-40d9-a0e3-d36ea0b8bca0
5216,,,,,,,,,,0,1ba389decb61b7136490b87e6470e91ce7efbf1c,2023-03-18T13:22:12.883Z,318f085a-05fb-41e8-8097-79a5353f08a6
5217,,,,,,,,,,0,7c38287fad0e45c1f3b1dd64ae55b9a6b838e368,2023-03-18T13:22:12.883Z,a574b9f5-c6bd-49e5-918a-e54d44a2ee25
5218,,,,,,,,,,0,b9c040729785d429ac7b75002762521581551663,2023-03-18T13:22:12.883Z,3fe5598f-e9e8-4626-95d9-7c3efb69adf3
5219,,,,,,,,,,0,0dcb39f1a832d9747e0daeeeda83b9d7bd568773,2023-03-18T13:22:12.883Z,988b10f9-a353-4f09-8c79-8d7ddb0a998e
5220,,,,,,,,,,0,c81b9a4afee456b326c3148c4bd590815a5f13ca,2023-03-18T13:22:12.883Z,512f240a-69bf-4917-8531-55f716e59c09
5221,,,,,,,,,,0,9e845374c8d46e75b1c506d1ea64bdda0cacf823,2023-03-18T13:22:12.883Z,52572949-3046-4d12-a82f-c2b8a8ba9be2
5222,,,,,,,,,,0,ace3b63cd07d24da25c7da8ec689a22f5553e6df,2023-03-18T13:22:12.883Z,ed575085-3cd0-4c17-97ee-3b2eb12a9afa
1984,1207,4799393.02,4685835.84,113557.18,52125303.31,30268210.99,21054306.61,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,7676674,16dd2f4219bcb2096c1dafee0dd052576b85f035,2023-10-30T05:22:57.890Z,5d00ea78-a11f-4f85-a7b1-90e84b4220e9
5224,,,,,,,,,,0,dcd5e09a90d3674ffe3bfff3e845eda9348edcb1,2023-03-18T13:22:12.883Z,854ef243-5ada-41c1-8736-ec77c6a2b2c5
4722,,,,,882900.11,37777.33,138088.17,2023-10-30T00:00:00.000Z,,0,3839480df25c35b67c1a585078d3327a5690808d,2023-10-30T04:22:46.792Z,59a3bfe4-b8ab-4c48-adcb-d136fa553bca
4723,,,,,13730.87,13730.87,0,2023-10-30T00:00:00.000Z,,0,24622e5353fae2dcac5816bea1a98b19131ab799,2023-10-30T04:22:46.792Z,b9c14601-a723-4936-8246-a0e99d63df7f
1989,302,3441115.24,2745020.87,696094.37,7221515.88,1651224.58,5405303.52,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,1653744.81,4485b8bce0ba1b00dc6d31321cef12e62c2d2d5e,2023-10-30T05:22:57.890Z,a7ce127d-0904-4f6c-bb3f-38506f6a4a42
4725,,,,,0,0,,2023-10-30T00:00:00.000Z,,0,c6ec3d79042cc1e27d35ceeec9c6eea176718457,2023-10-30T04:22:46.792Z,5b1a21e6-d26b-420b-b487-9ca40a9c2005
4726,,,,,134335.48,,,2023-10-30T00:00:00.000Z,,0,fd62fa36d3bb2780a1f7a4eef4aacada7c6e1ed0,2023-10-30T04:22:46.792Z,bbfa5ea4-bb27-4ac4-ac0b-813b66e145c6
5240,,,,,,,,,,0,016ec3b15ea4bd5d92eb347e47f6c713a13d5ff1,2023-03-18T13:22:12.883Z,e6b4a979-ff29-49f8-922f-b4ba5c1def5f
4729,,,,,900128.08,43875,,2023-10-30T00:00:00.000Z,,0,ee062a235692f9f3279bea5aabdea7c77b257c84,2023-10-30T04:22:46.792Z,f6efdabd-0c58-4efd-a388-47ea94cda627
1991,2266,15324105.42,14279071.76,1045033.66,13938556.78,7937513.38,5705862.98,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,1529021.39,e02050e9bfc1622e83c51f129d89bb6313f7706c,2023-10-30T05:22:57.890Z,7d267c5b-1663-4ee9-a4e0-eb9f1aa0c60e
1994,1079,4904077.68,3001943.65,1902134.03,75239301.83,27367275.85,46982840.39,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,7260627,a4a3cf8cd925b2691d39680200cd8ca1f5792aeb,2023-10-30T05:22:57.890Z,7d822b46-8905-444f-b6c5-11ae44b6f39e
4732,,,,,395286.72,,,2023-10-30T00:00:00.000Z,,0,c16f1b532c7b2295f169b6f8e739ec3ee95ca8ae,2023-10-30T04:22:46.792Z,d64487e4-e9e1-4c33-aacb-8c0c6881926b
4735,,,,,0,,,2023-10-30T00:00:00.000Z,,0,85a91e06f2d10908771397861e106e51d442cc4f,2023-10-30T04:22:46.792Z,1d422be3-00a5-45d4-89c5-3689a0034de3
4740,,,,,170675.85,,,2023-10-30T00:00:00.000Z,,0,816884185edd293602a1786d9999e71852122b2b,2023-10-30T04:22:46.792Z,14e278b7-c86b-450f-9ece-cde63c8ce720
4744,,,,,0,,,2023-10-30T00:00:00.000Z,,0,4f5c7bf0886422b9db35fa53d9cf83171e4d752f,2023-10-30T04:22:46.792Z,6633c4da-c0fe-4308-9d7d-f2cbe22dc045
5000,,,,,490873.82,140970.26,,2023-10-30T00:00:00.000Z,,0,980ed5bc420345f909a824ec89e2eeeae442485f,2023-10-30T04:22:46.792Z,e98f9203-c36b-4cb6-952e-46ddd58b7761
5001,,,,,131798.94,69974.07,,2023-10-30T00:00:00.000Z,,0,61520ab3eca24654481b3a5f3ce44df23f0e66f9,2023-10-30T04:22:46.792Z,d5d0cb25-be0e-46cd-8591-2a245a50dbff
1995,556,1805969.74,1744834.03,61135.71,13708804.04,587657.83,12788399.21,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,1041788,f7a172065e052a99a695fdea1ea04bb2932b5524,2023-10-30T05:22:57.890Z,ff75f4d0-54a5-47bf-93d6-b5b9c5f65958
1996,2077,6708117.08,6271847.46,436269.62,42263772.07,3743449.94,38421379.54,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,7332356.37,193b3d799b9bb5739f50d05ca1c5ebe2bd13dedc,2023-10-30T05:22:57.890Z,bd94f39b-e106-4a25-96d5-796428aa9012
5257,,,,,,,,,,0,bd81ab4224d7b04f13927270b8ea4f0dd75da192,2023-03-18T13:22:12.883Z,1a055959-7216-4f64-9d90-64a9bd36e0ee
1998,777,4820193.95,4623721.37,196472.58,46273268.6,20179914.61,24584420.05,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,10962304,5710c14631fea5065655c8d4697a1110879df95e,2023-10-30T05:22:57.890Z,951f23d7-1643-4b22-8681-79925085f636
5002,,,,,128885.39,60934.77,,2023-10-30T00:00:00.000Z,,0,d390b653703791c27c1b4b4cab72ea87dbc66fb0,2023-10-30T04:22:46.792Z,ab0ac4c8-5650-4bfe-bda0-cc0b478c5175
3363,244,908559.23,368377.93,540181.3,4019821.87,3877551.87,,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,,6919ae3d1a1bc31f0084f5894da6bf75f6d470e5,2023-10-30T05:22:57.890Z,b4dac4de-4b49-4a0f-a01f-9b5a530fa17e
3560,91,1195363.31,701179.76,494183.55,84749088.05,80805400.32,,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,,257aed19883831e0b07c95be864cd5efc61b1c83,2023-10-30T05:22:57.890Z,0dcc0015-9f54-483f-aa1e-33a6b7cb48e7
4000,182,1754570.75,1421006.46,333564.29,2663059.78,938126.84,1700712.97,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,68035,e0ce880ccbd713c92729fc23f11f38e8fad59076,2023-10-30T05:22:57.890Z,1d780a63-a013-44fb-bac9-66fa034d3518
5003,,,,,177279.62,70716.2,,2023-10-30T00:00:00.000Z,,0,8ca59886ca48f50d7eb679cab03db2c2f50a173a,2023-10-30T04:22:46.792Z,4ce7979e-fde9-4a38-b93c-a2bb34a67f43
5004,,,,,5285123.42,41966.23,,2023-10-30T00:00:00.000Z,,0,3d7e0a13e3d47385ab3b8a575e3563cc90a185ed,2023-10-30T04:22:46.792Z,bb188d97-7a9c-4f09-818f-7ab26b4e6446
5005,,,,,6669639.04,63053.01,,2023-10-30T00:00:00.000Z,,0,e9db491a24ca2037b83b7b56305491758cc916dd,2023-10-30T04:22:46.792Z,aa2ecd70-15f9-4a61-a609-e1a298d23767
5006,,,,,422788.56,2458.64,,2023-10-30T00:00:00.000Z,,0,5f5ddaf96a9d98c3795fbc2b43d5e27f5d611dc6,2023-10-30T04:22:46.792Z,5b0282c9-591e-44ff-81c6-e4132106777f
4001,390,1428515.82,1294869.53,133646.29,10545798.69,300886,10137191.9,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,561231,c33f9547d8e6aef81de72119aa6c01f592c3d6e7,2023-10-30T05:22:57.890Z,a6bb3a21-0c78-4317-9a0a-82cec2e1f12e
4008,500,2868196.73,2465840.29,402356.44,2569085.9,570339.25,1875981.61,2023-10-30T00:00:00.000Z,2023-10-30T00:00:00.000Z,1262124.23,a33c3db18f54e3e3c474312570b98be59c10865b,2023-10-30T05:22:57.890Z,bbddd0f6-a395-4d78-8443-e0988c3b1846
5007,,,,,18887542.09,198194.59,,2023-10-30T00:00:00.000Z,,0,47b19896f41392a60984477ab143cc34f177acdb,2023-10-30T04:22:46.792Z,aad99acb-c855-4598-a714-c173e1c17f10
